NM_001005484.1	NP_001005484.1
XM_017024460.1	XP_016879949.1
NM_001204210.1	NP_001191139.1
NM_001204211.1	NP_001191140.1
NM_001204212.1	NP_001191141.1
XM_017024461.1	XP_016879950.1
XM_011525584.2	XP_011523886.1
NM_003955.4	NP_003946.3
XM_017025366.1	XP_016880855.1
XM_017025361.1	XP_016880850.1
XM_017025362.1	XP_016880851.1
NM_024419.4	NP_077733.3
XM_017025364.1	XP_016880853.1
XM_017025359.1	XP_016880848.1
XM_017025360.1	XP_016880849.1
XM_011525488.2	XP_011523790.1
XM_017025357.1	XP_016880846.1
XM_017025358.1	XP_016880847.1
XM_011525487.2	XP_011523789.1
XM_011525489.2	XP_011523791.1
XM_017025363.1	XP_016880852.1
XM_017025365.1	XP_016880854.1
NM_173628.3	NP_775899.3
XM_011525416.2	XP_011523718.1
XM_017025261.1	XP_016880750.1
NM_017456.3	NP_059430.2
NM_004762.3	NP_004753.1
XM_017025336.1	XP_016880825.1
XM_017025338.1	XP_016880827.1
NM_001292018.1	NP_001278947.1
NM_001292019.1	NP_001278948.1
XM_011525477.1	XP_011523779.1
XM_011525478.1	XP_011523780.1
XM_017025337.1	XP_016880826.1
XM_011525475.2	XP_011523777.1
XM_011525476.2	XP_011523778.1
XM_011525071.2	XP_011523373.1
XM_011525069.2	XP_011523371.1
NM_001321291.1	NP_001308220.1
XM_017024900.1	XP_016880389.1
XM_005257542.2	XP_005257599.1
XM_005257543.2	XP_005257600.1
XM_011525065.1	XP_011523367.1
XM_011525066.2	XP_011523368.1
XM_011525067.2	XP_011523369.1
XM_017024901.1	XP_016880390.1
XM_011525068.1	XP_011523370.1
XM_011525070.1	XP_011523372.1
NM_003255.4	NP_003246.1
NM_001243540.1	NP_001230469.1
NM_001243541.1	NP_001230470.1
NM_005567.3	NP_005558.1
NM_138793.3	NP_620148.1
NM_001159772.1	NP_001153244.1
NM_001159773.1	NP_001153245.1
XM_005257021.1	XP_005257078.1
XM_005257022.1	XP_005257079.1
XM_006721683.1	XP_006721746.1
XM_011524291.1	XP_011522593.1
XM_011524293.1	XP_011522595.1
XM_011524294.1	XP_011522596.1
XM_011524295.2	XP_011522597.1
XM_006721664.1	XP_006721727.1
XM_006721666.1	XP_006721729.1
XM_006721663.1	XP_006721726.1
NM_030968.3	NP_112230.1
NM_198593.3	NP_940995.1
NM_153372.1	NP_699203.1
XM_017024126.1	XP_016879615.1
NM_198594.2	NP_940996.1
NM_001042573.2	NP_001036038.1
XM_006722019.3	XP_006722082.1
XM_017024961.1	XP_016880450.1
XM_006722017.3	XP_006722080.1
XM_006722018.3	XP_006722081.1
XM_017024211.1	XP_016879700.1
XM_017024210.1	XP_016879699.1
NM_001082575.2	NP_001076044.1
XM_011524363.2	XP_011522665.1
XM_011524366.2	XP_011522668.1
XM_011524362.2	XP_011522664.1
XM_011524367.2	XP_011522669.1
XM_017024209.1	XP_016879698.1
XM_011524365.2	XP_011522667.1
XM_017024208.1	XP_016879697.1
XM_011524359.1	XP_011522661.1
XM_011524360.1	XP_011522662.1
XM_011524737.1	XP_011523039.1
NM_178543.4	NP_848638.3
XM_011525382.1	XP_011523684.1
NM_005189.2	NP_005180.1
NM_032647.3	NP_116036.1
XM_011525383.2	XP_011523685.1
NM_020649.2	NP_065700.1
NM_003655.2	NP_003646.2
XM_011525399.2	XP_011523701.1
XM_005257050.3	XP_005257107.1
XM_011524322.2	XP_011522624.1
NM_019020.3	NP_061893.2
XM_005257049.2	XP_005257106.1
XM_006721694.3	XP_006721757.1
XM_011524323.2	XP_011522625.2
XM_017024187.1	XP_016879676.1
XM_017024186.1	XP_016879675.1
XM_017024188.1	XP_016879677.1
NM_001271845.1	NP_001258774.1
NM_001271844.1	NP_001258773.1
XM_011524324.2	XP_011522626.1
XM_017024185.1	XP_016879674.1
XM_005257052.3	XP_005257109.1
NM_001271846.1	NP_001258775.1
XM_006721695.3	XP_006721758.1
NM_017950.3	NP_060420.2
NM_001243342.1	NP_001230271.1
XM_017024807.1	XP_016880296.1
XM_011524965.2	XP_011523267.1
XM_005257492.4	XP_005257549.1
XM_011524963.2	XP_011523265.1
XM_011524964.2	XP_011523266.1
NM_000152.4	NP_000143.2
NM_001079803.2	NP_001073271.1
NM_001079804.2	NP_001073272.1
XM_005257193.2	XP_005257250.1
XM_005257194.4	XP_005257251.1
XM_011525522.1	XP_011523824.1
NM_014740.3	NP_055555.1
NM_024110.4	NP_077015.2
XM_011525212.1	XP_011523514.1
XM_011525213.1	XP_011523515.1
XM_011525215.1	XP_011523517.1
XM_011525216.1	XP_011523518.1
XM_011525217.1	XP_011523519.1
XM_011525218.2	XP_011523520.1
XM_017025057.1	XP_016880546.1
NM_001257970.1	NP_001244899.1
XM_017025058.1	XP_016880547.1
NM_052819.2	NP_438170.1
XM_005257583.4	XP_005257640.1
XM_017024951.1	XP_016880440.1
NM_000199.3	NP_000190.1
XM_011525127.2	XP_011523429.1
XM_005257582.3	XP_005257639.1
XM_011525126.1	XP_011523428.1
XM_017024952.1	XP_016880441.1
XM_017024505.1	XP_016879994.1
XM_017024506.1	XP_016879995.1
XM_017024507.1	XP_016879996.1
XM_006721833.1	XP_006721896.1
NM_001166347.1	NP_001159819.1
NM_001166348.1	NP_001159820.1
NM_001166349.1	NP_001159821.1
NM_173626.3	NP_775897.3
XM_011524652.1	XP_011522954.1
XM_011524653.1	XP_011522955.1
XM_011524654.1	XP_011522956.1
XM_005257545.4	XP_005257602.2
XM_006721995.3	XP_006722058.1
XM_005257546.4	XP_005257603.2
NM_001256071.2	NP_001243000.2
XM_011525084.2	XP_011523386.1
XM_011525086.2	XP_011523388.1
XM_011525087.2	XP_011523389.1
NM_020954.3	NP_066005.2
XM_017024905.1	XP_016880394.1
XM_011524670.1	XP_011522972.1
XM_011524671.2	XP_011522973.1
XM_017024511.1	XP_016880000.1
XM_011524658.2	XP_011522960.1
XM_011524669.2	XP_011522971.1
NM_173627.4	NP_775898.2
NM_001164637.2	NP_001158109.1
XM_011524655.1	XP_011522957.1
XM_011524656.1	XP_011522958.1
XM_011524662.1	XP_011522964.1
XM_011524663.1	XP_011522965.1
XM_011524657.1	XP_011522959.1
XM_006721837.3	XP_006721900.1
XM_005257244.3	XP_005257301.1
XM_011524660.1	XP_011522962.1
XM_011524661.2	XP_011522963.1
XM_005257246.3	XP_005257303.1
NM_001164638.1	NP_001158110.1
XM_017024510.1	XP_016879999.1
XM_017024512.1	XP_016880001.1
XM_017024508.1	XP_016879997.1
XM_017024509.1	XP_016879998.1
XM_011524664.2	XP_011522966.1
XM_011524666.1	XP_011522968.1
XM_011524667.2	XP_011522969.1
XM_011524672.1	XP_011522974.1
XM_011524673.1	XP_011522975.1
XM_017024513.1	XP_016880002.1
XM_011524674.1	XP_011522976.1
XM_011524675.1	XP_011522977.1
XM_011524676.1	XP_011522978.1
XM_011524677.1	XP_011522979.1
XM_011524678.2	XP_011522980.1
XM_017024514.1	XP_016880003.1
XM_017024515.1	XP_016880004.1
XM_017024516.1	XP_016880005.1
XM_017024517.1	XP_016880006.1
XM_017024518.1	XP_016880007.1
XM_017024519.1	XP_016880008.1
XM_017024520.1	XP_016880009.1
NM_002522.3	NP_002513.2
NM_020761.2	NP_065812.1
NM_001163034.1	NP_001156506.1
XM_017025504.1	XP_016880993.1
XM_017025502.1	XP_016880991.1
XM_017025503.1	XP_016880992.1
XM_017025505.1	XP_016880994.1
NM_024591.4	NP_078867.2
XM_005257668.1	XP_005257725.1
NM_017451.2	NP_059345.1
XM_011524194.1	XP_011522496.1
XM_005256943.1	XP_005257000.1
XM_006721637.2	XP_006721700.1
NM_001144888.1	NP_001138360.1
XM_006721636.1	XP_006721699.1
XM_011524193.1	XP_011522495.1
XM_005256945.1	XP_005257002.1
NM_006340.2	NP_006331.1
XM_006721635.1	XP_006721698.1
XM_005256944.1	XP_005257001.1
XM_005256948.3	XP_005257005.1
NM_017450.2	NP_059344.1
XM_017024017.1	XP_016879506.1
XM_017024018.1	XP_016879507.1
XM_017024019.1	XP_016879508.1
XM_011524195.1	XP_011522497.1
XM_011524196.1	XP_011522498.1
XM_011524197.1	XP_011522499.1
XM_006722194.2	XP_006722257.1
NM_001080395.2	NP_001073864.2
XM_006722193.2	XP_006722256.1
XM_006722196.2	XP_006722259.1
XM_011525509.2	XP_011523811.1
XM_011525510.2	XP_011523812.1
XM_017025421.1	XP_016880910.1
NM_004920.2	NP_004911.2
XM_006722195.2	XP_006722258.1
XM_017025422.1	XP_016880911.1
XM_011525511.2	XP_011523813.1
NM_001009811.3	NP_001009811.2
NM_014984.3	NP_055799.2
XM_011524548.2	XP_011522850.1
NM_001319229.1	NP_001306158.1
XM_011524552.2	XP_011522854.1
XM_011524550.2	XP_011522852.1
NM_001319228.1	NP_001306157.1
XM_011524547.2	XP_011522849.1
XM_011524555.2	XP_011522857.1
XM_011524553.2	XP_011522855.1
XM_017024369.1	XP_016879858.1
XM_011524551.2	XP_011522853.1
NM_144679.2	NP_653280.1
XM_005257067.2	XP_005257124.1
XM_006721709.3	XP_006721772.1
XM_005257066.2	XP_005257123.1
XM_011524356.1	XP_011522658.1
XM_011524355.1	XP_011522657.1
XM_017024202.1	XP_016879691.1
XM_017024203.1	XP_016879692.1
XM_017024204.1	XP_016879693.1
XM_011524357.1	XP_011522659.1
XM_011524358.2	XP_011522660.1
XM_006721712.2	XP_006721775.1
NM_001086521.1	NP_001079990.1
NM_001037984.2	NP_001033073.1
XM_005257019.1	XP_005257076.1
XM_011524289.1	XP_011522591.1
XM_011524288.1	XP_011522590.1
XM_011524290.1	XP_011522592.1
NM_138570.3	NP_612637.1
XM_017024522.1	XP_016880011.1
NM_178520.3	NP_848615.1
XM_011524140.2	XP_011522442.1
XM_011524142.2	XP_011522444.1
XM_017023986.1	XP_016879475.1
NM_001272086.1	NP_001259015.1
XM_011524146.2	XP_011522448.1
XM_011524141.2	XP_011522443.1
NM_001291324.1	NP_001278253.1
XM_017024898.1	XP_016880387.1
XM_011525063.2	XP_011523365.1
XM_017024899.1	XP_016880388.1
NM_001199954.1	NP_001186883.1
NM_001614.3	NP_001605.1
NM_001077182.2	NP_001070650.1
XM_011524587.2	XP_011522889.1
XM_011524590.2	XP_011522892.1
NM_012418.3	NP_036550.1
XM_006722111.2	XP_006722174.1
NM_025161.5	NP_079437.5
XM_017025162.1	XP_016880651.1
XM_017025163.1	XP_016880652.1
XM_006722112.3	XP_006722175.1
NM_017921.3	NP_060391.2
XM_011524981.1	XP_011523283.1
XM_011524980.1	XP_011523282.1
XM_017024830.1	XP_016880319.1
XM_011524982.2	XP_011523284.1
XM_011524979.1	XP_011523281.1
NM_001290212.1	NP_001277141.1
NM_031945.4	NP_114151.3
XM_017024734.1	XP_016880223.1
XM_006721942.3	XP_006722005.1
XM_017024735.1	XP_016880224.1
XM_017024736.1	XP_016880225.1
NM_002602.3	NP_002593.1
NM_001039842.2	NP_001034931.1
NM_001304994.1	NP_001291923.1
NM_001304995.1	NP_001291924.1
NM_001304999.1	NP_001291928.1
XM_017024573.1	XP_016880062.1
NM_199287.2	NP_954981.1
XM_011524738.2	XP_011523040.1
NM_001040025.1	NP_001035114.1
NM_004712.4	NP_004703.1
XM_011525463.2	XP_011523765.1
XM_017025297.1	XP_016880786.1
XM_017025298.1	XP_016880787.1
NM_002949.3	NP_002940.2
NM_001270953.1	NP_001257882.1
NM_001270888.1	NP_001257817.1
NM_012140.4	NP_036272.2
XM_017024220.1	XP_016879709.1
NM_000160.4	NP_000151.1
XM_006722277.1	XP_006722340.1
XM_017024446.1	XP_016879935.1
XM_011523539.1	XP_011521841.1
XM_017024447.1	XP_016879936.1
XM_011523572.2	XP_011521874.1
NM_001288798.1	NP_001275727.1
XM_011523571.2	XP_011521873.1
NM_001288799.1	NP_001275728.1
NM_207368.4	NP_997251.2
NM_001093767.2	NP_001087236.1
NM_001007533.3	NP_001007534.1
NM_000918.3	NP_000909.2
NM_001301242.1	NP_001288171.1
NM_001301240.1	NP_001288169.1
NM_001301241.1	NP_001288170.1
NM_001185078.2	NP_001172007.1
NM_001185077.2	NP_001172006.1
NM_004309.5	NP_004300.1
NM_001301243.1	NP_001288172.1
XM_011523574.1	XP_011521876.1
NM_005782.3	NP_005773.3
NM_001289420.1	NP_001276349.1
NM_001002244.2	NP_001002244.1
NM_016476.11	NP_057560.8
NM_001002249.2	NP_001002249.1
NM_001002247.2	NP_001002247.1
NM_001002248.2	NP_001002248.1
NM_001002245.2	NP_001002245.1
NM_001002246.2	NP_001002246.1
NM_001289416.1	NP_001276345.1
NM_001289417.1	NP_001276346.1
NM_001289415.1	NP_001276344.1
NM_001289414.1	NP_001276343.1
NM_001289418.1	NP_001276347.1
NM_001289419.1	NP_001276348.1
NM_148896.4	NP_683694.1
NM_001256433.2	NP_001243362.1
XM_017024910.1	XP_016880399.1
NM_002861.4	NP_002852.1
XM_006722287.3	XP_006722350.1
NM_001184917.2	NP_001171846.1
XM_017024911.1	XP_016880400.1
NM_001282204.1	NP_001269133.1
XM_005256386.3	XP_005256443.1
XM_005256387.3	XP_005256444.1
NM_001256434.2	NP_001243363.1
NM_001256435.2	NP_001243364.1
NM_001282203.1	NP_001269132.1
XM_017024912.1	XP_016880401.1
XM_011523580.1	XP_011521882.1
NM_016538.2	NP_057622.1
XM_006722284.2	XP_006722347.1
XM_011523581.2	XP_011521883.1
NM_002359.3	NP_002350.1
NM_032711.3	NP_116100.2
XM_011523578.1	XP_011521880.1
NM_153824.2	NP_722546.1
NM_001282281.1	NP_001269210.1
NM_001282279.1	NP_001269208.1
NM_006907.3	NP_008838.2
XM_005256381.2	XP_005256438.1
NM_001282280.1	NP_001269209.1
XM_011523583.2	XP_011521885.1
XM_011523584.2	XP_011521886.1
XM_011523585.2	XP_011521887.1
XM_017024909.1	XP_016880398.1
NM_001145113.2	NP_001138585.2
NM_178493.5	NP_848588.3
XM_017025036.1	XP_016880525.1
XM_017025037.1	XP_016880526.1
XM_011523601.2	XP_011521903.1
XM_011523602.2	XP_011521904.1
XM_017025042.1	XP_016880531.1
NM_001251888.1	NP_001238817.1
NM_024083.3	NP_076988.1
XM_017025038.1	XP_016880527.1
XM_017025039.1	XP_016880528.1
XM_017025040.1	XP_016880529.1
XM_017025041.1	XP_016880530.1
XM_017025043.1	XP_016880532.1
XM_017025044.1	XP_016880533.1
XM_005256339.2	XP_005256396.1
NM_001271007.1	NP_001257936.1
NM_144998.3	NP_659435.2
NM_001271006.1	NP_001257935.1
XM_017024327.1	XP_016879816.1
XM_017024329.1	XP_016879818.1
XM_017024328.1	XP_016879817.1
XM_017024326.1	XP_016879815.1
NM_144999.3	NP_659436.1
NM_005052.2	NP_005043.1
NM_001316307.1	NP_001303236.1
NM_001195218.1	NP_001182147.1
NM_016286.3	NP_057370.1
NM_002917.1	NP_002908.1
XM_011523587.2	XP_011521889.1
XM_005256350.1	XP_005256407.1
NM_001321089.1	NP_001308018.1
XM_005256353.1	XP_005256410.1
NM_001321090.1	NP_001308019.1
XM_017024525.1	XP_016880014.1
NM_001321091.1	NP_001308020.1
XM_005256359.1	XP_005256416.1
NM_004127.5	NP_004118.3
XM_017024532.1	XP_016880021.1
XM_005256360.3	XP_005256417.1
NM_001321092.1	NP_001308021.1
XM_017024527.1	XP_016880016.1
XM_017024533.1	XP_016880022.1
NM_212492.2	NP_997657.1
XM_017024528.1	XP_016880017.1
XM_011523569.1	XP_011521871.1
XM_017024534.1	XP_016880023.1
XM_017024524.1	XP_016880013.1
XM_017024529.1	XP_016880018.1
XM_017024526.1	XP_016880015.1
XM_017024530.1	XP_016880019.1
XM_011523570.1	XP_011521872.1
NM_001321093.1	NP_001308022.1
XM_017024531.1	XP_016880020.1
XM_017024535.1	XP_016880024.1
XM_006722289.2	XP_006722352.1
NM_022156.4	NP_071439.3
XM_006722288.2	XP_006722351.1
XM_005256394.2	XP_005256451.1
XM_005256393.2	XP_005256450.1
NM_004104.4	NP_004095.4
XM_011523538.2	XP_011521840.1
NM_198082.2	NP_932348.2
XM_017024466.1	XP_016879955.1
XM_017024479.1	XP_016879968.1
XM_017024483.1	XP_016879972.1
XM_017024463.1	XP_016879952.1
XM_017024468.1	XP_016879957.1
XM_017024462.1	XP_016879951.1
XM_011523545.2	XP_011521847.2
XM_011523546.2	XP_011521848.1
XM_017024467.1	XP_016879956.1
XM_011523548.2	XP_011521850.1
XM_011523549.2	XP_011521851.1
XM_011523551.2	XP_011521853.1
XM_017024469.1	XP_016879958.1
XM_017024470.1	XP_016879959.1
XM_011523552.2	XP_011521854.1
XM_017024471.1	XP_016879960.1
XM_017024472.1	XP_016879961.1
XM_011523555.2	XP_011521857.1
XM_017024475.1	XP_016879964.1
XM_017024476.1	XP_016879965.1
XM_017024477.1	XP_016879966.1
XM_017024478.1	XP_016879967.1
XM_011523557.2	XP_011521859.1
XM_017024465.1	XP_016879954.1
XM_017024464.1	XP_016879953.1
XM_017024473.1	XP_016879962.1
XM_017024474.1	XP_016879963.1
XM_011523556.2	XP_011521858.2
NM_001316321.1	NP_001303250.1
XM_017024480.1	XP_016879969.1
XM_017024481.1	XP_016879970.1
XM_017024482.1	XP_016879971.1
NM_001042423.2	NP_001035888.1
NM_001042422.2	NP_001035887.1
NM_001206950.1	NP_001193879.1
NM_001206951.1	NP_001193880.1
NM_001206952.1	NP_001193881.1
NM_004207.3	NP_004198.1
XM_011523607.1	XP_011521909.1
XM_005256337.4	XP_005256394.1
NM_001893.4	NP_001884.2
NM_139062.2	NP_620693.1
XM_005256336.3	XP_005256393.1
XM_017024199.1	XP_016879688.1
NM_006137.6	NP_006128.1
XM_017025316.1	XP_016880805.1
XM_011523608.1	XP_011521910.1
NM_003004.2	NP_002995.1
XM_005256392.3	XP_005256449.1
XM_011523588.2	XP_011521890.1
XM_017024638.1	XP_016880127.1
XM_017024639.1	XP_016880128.1
NM_207459.3	NP_997342.1
NM_018949.2	NP_061822.1
NM_024648.2	NP_078924.1
NM_175902.4	NP_787098.3
NM_173620.2	NP_775891.2
XM_017024484.1	XP_016879973.1
XM_005256347.4	XP_005256404.1
XM_006722280.3	XP_006722343.1
XM_011523560.2	XP_011521862.1
XM_005256346.3	XP_005256403.1
XM_011523561.2	XP_011521863.1
XM_017024485.1	XP_016879974.1
XM_017025073.1	XP_016880562.1
XM_017025072.1	XP_016880561.1
XM_011523606.2	XP_011521908.1
XM_017025078.1	XP_016880567.1
NM_001100408.2	NP_001093878.1
XM_006722293.2	XP_006722356.1
XM_017025074.1	XP_016880563.1
XM_017025075.1	XP_016880564.1
XM_017025076.1	XP_016880565.1
XM_017025077.1	XP_016880566.1
NM_001100407.2	NP_001093877.1
NM_001193653.1	NP_001180582.1
NM_001193654.1	NP_001180583.1
NM_001193655.1	NP_001180584.1
NM_001193657.1	NP_001180586.1
NM_001033046.3	NP_001028218.1
NM_031968.2	NP_114174.1
NM_012336.3	NP_036468.1
XM_006722278.3	XP_006722341.1
NM_001083608.1	NP_001077077.1
XM_011523544.2	XP_011521846.1
XM_005256340.3	XP_005256397.1
XM_011523541.2	XP_011521843.1
NM_001038618.2	NP_001033707.1
XM_017024450.1	XP_016879939.1
XM_011523543.2	XP_011521845.1
XM_017024449.1	XP_016879938.1
NM_004514.3	NP_004505.2
XM_005256377.4	XP_005256434.1
NM_019613.3	NP_062559.2
XM_017024862.1	XP_016880351.1
XM_017024863.1	XP_016880352.1
NM_006822.2	NP_006813.1
XM_006722271.3	XP_006722334.1
XM_011523528.2	XP_011521830.1
XM_017024042.1	XP_016879531.1
XM_017024043.1	XP_016879532.1
XM_005256334.4	XP_005256391.1
XM_005256335.3	XP_005256392.1
XM_011523610.2	XP_011521912.1
XM_011523609.2	XP_011521911.1
NM_024619.3	NP_078895.2
NM_022158.3	NP_071441.1
NM_005993.4	NP_005984.3
XM_006722290.2	XP_006722353.1
XM_011523590.1	XP_011521892.1
XM_005256396.4	XP_005256453.1
XM_017024988.1	XP_016880477.1
XM_017024987.1	XP_016880476.1
XM_011523591.1	XP_011521893.1
XM_011523589.1	XP_011521891.1
XM_011523593.1	XP_011521895.1
NM_024702.2	NP_078978.2
XM_006722291.3	XP_006722354.1
XM_005256399.4	XP_005256456.1
XM_011523595.2	XP_011521897.1
XM_011523594.1	XP_011521896.1
XM_011523599.2	XP_011521901.1
XM_011523597.2	XP_011521899.1
XM_011523598.1	XP_011521900.1
XM_017024989.1	XP_016880478.1
XM_017024990.1	XP_016880479.1
XM_005256404.4	XP_005256461.1
XM_006722292.2	XP_006722355.1
XM_011523600.2	XP_011521902.1
XM_011523611.2	XP_011521913.1
XM_011523532.2	XP_011521834.1
XM_017024205.1	XP_016879694.1
NM_001009905.2	NP_001009905.1
XM_006722272.3	XP_006722335.1
NM_001320742.1	NP_001307671.1
XM_017024206.1	XP_016879695.1
XM_011523535.1	XP_011521837.1
NM_001320743.1	NP_001307672.1
XM_006722274.2	XP_006722337.2
XM_017024207.1	XP_016879696.1
NM_001004431.2	NP_001004431.1
XM_017024523.1	XP_016880012.1
NM_005151.3	NP_005142.1
NM_001037334.1	NP_001032411.1
NM_005131.2	NP_005122.2
XM_011525772.2	XP_011524074.1
XM_017026103.1	XP_016881592.1
XM_011525773.1	XP_011524075.1
XM_011525774.2	XP_011524076.1
XM_017026104.1	XP_016881593.1
XM_011525741.2	XP_011524043.1
NM_130386.2	NP_569057.1
NM_004066.2	NP_004057.1
NM_001289036.1	NP_001275965.1
XM_006722322.2	XP_006722385.1
XM_011525651.2	XP_011523953.1
XM_017025707.1	XP_016881196.1
XM_005258103.3	XP_005258160.1
XM_011525649.1	XP_011523951.1
XM_011525648.2	XP_011523950.1
NM_199167.1	NP_954636.1
NM_014410.4	NP_055225.1
XM_011525652.1	XP_011523954.1
NM_001318522.1	NP_001305451.1
XM_011525653.2	XP_011523955.1
NM_001071.2	NP_001062.1
NM_001012716.2	NP_001012734.2
XM_017025833.1	XP_016881322.1
NM_017512.5	NP_059982.2
NM_001318759.1	NP_001305688.1
NM_202758.3	NP_974487.1
XM_017025834.1	XP_016881323.1
XM_011525679.2	XP_011523981.2
XM_017025835.1	XP_016881324.1
NM_001126123.3	NP_001119595.1
XM_017025836.1	XP_016881325.1
NM_001318760.1	NP_001305689.1
XM_017025837.1	XP_016881326.1
XM_005258139.3	XP_005258196.1
XM_017025960.1	XP_016881449.1
NM_005433.3	NP_005424.1
XM_005258081.3	XP_005258138.1
NM_001099733.1	NP_001093203.1
NM_001117.4	NP_001108.2
NM_022840.4	NP_073751.3
XM_005258133.2	XP_005258190.1
XM_011525730.2	XP_011524032.1
NM_001308401.1	NP_001295330.1
XM_005258132.3	XP_005258189.1
NM_006101.2	NP_006092.1
XM_011525642.1	XP_011523944.1
NM_015295.2	NP_056110.2
XM_011525643.2	XP_011523945.1
XM_011525644.2	XP_011523946.1
XM_017025684.1	XP_016881173.1
NM_032048.2	NP_114437.2
XM_017026038.1	XP_016881527.1
XM_005258177.4	XP_005258234.1
XM_017026098.1	XP_016881587.1
XM_017026099.1	XP_016881588.1
XM_005258178.3	XP_005258235.1
XM_005258179.4	XP_005258236.1
NM_014646.2	NP_055461.1
NM_019856.1	NP_062830.1
XM_017026062.1	XP_016881551.1
NM_003803.3	NP_003794.3
NM_001303049.1	NP_001289978.1
NM_006471.3	NP_006462.1
NM_001303047.1	NP_001289976.1
NM_001303048.1	NP_001289977.1
NM_033546.3	NP_291024.1
NM_001144944.1	NP_001138416.1
NM_001144945.1	NP_001138417.1
NM_173207.2	NP_775299.1
NM_001278682.1	NP_001265611.1
XM_017025958.1	XP_016881447.1
NM_173208.2	NP_775300.1
NM_003244.3	NP_003235.1
NM_001278684.1	NP_001265613.1
NM_170695.3	NP_733796.2
XM_017025959.1	XP_016881448.1
NM_173209.2	NP_775301.1
NM_173210.2	NP_775302.1
NM_173211.1	NP_775303.1
NM_174886.2	NP_777480.1
NM_001278686.1	NP_001265615.1
XM_011525735.2	XP_011524037.1
NM_004746.3	NP_004737.2
XM_005258171.2	XP_005258228.1
XM_005258172.1	XP_005258229.1
XM_005258173.3	XP_005258230.2
NM_001242762.1	NP_001229691.1
XM_017026081.1	XP_016881570.1
NM_001242763.1	NP_001229692.1
NM_001242764.1	NP_001229693.1
NM_001308390.1	NP_001295319.1
XM_017026080.1	XP_016881569.1
XM_006722367.3	XP_006722430.1
XM_017026083.1	XP_016881572.1
XM_005258174.4	XP_005258231.1
NM_001003809.2	NP_001003809.1
NM_001242766.1	NP_001229695.1
NM_001242761.1	NP_001229690.1
XM_017026082.1	XP_016881571.1
XM_017026085.1	XP_016881574.1
XM_017026084.1	XP_016881573.1
NM_001242765.1	NP_001229694.1
XM_011525771.2	XP_011524073.1
XM_011525770.2	XP_011524072.1
XM_011525728.2	XP_011524030.1
NM_001145194.1	NP_001138666.1
NM_003409.4	NP_003400.2
NM_001143823.2	NP_001137295.1
NM_001243702.1	NP_001230631.1
NM_001243704.1	NP_001230633.1
XM_017025642.1	XP_016881131.1
XM_017025631.1	XP_016881120.1
XM_017025638.1	XP_016881127.1
XM_017025626.1	XP_016881115.1
XM_017025619.1	XP_016881108.1
XM_017025634.1	XP_016881123.1
XM_017025636.1	XP_016881125.1
NM_001281533.1	NP_001268462.1
XM_017025656.1	XP_016881145.1
XM_017025644.1	XP_016881133.1
XM_017025639.1	XP_016881128.1
XM_017025629.1	XP_016881118.1
XM_017025630.1	XP_016881119.1
XM_017025622.1	XP_016881111.1
NM_012307.3	NP_036439.2
XM_017025641.1	XP_016881130.1
XM_011525637.2	XP_011523939.1
XM_017025621.1	XP_016881110.1
XM_017025646.1	XP_016881135.1
NM_001281534.1	NP_001268463.1
XM_017025623.1	XP_016881112.1
XM_017025628.1	XP_016881117.1
XM_017025620.1	XP_016881109.1
XM_017025618.1	XP_016881107.1
XM_011525626.2	XP_011523928.1
XM_017025635.1	XP_016881124.1
XM_017025640.1	XP_016881129.1
XM_017025643.1	XP_016881132.1
XM_017025637.1	XP_016881126.1
XM_017025632.1	XP_016881121.1
XM_017025633.1	XP_016881122.1
XM_017025625.1	XP_016881114.1
XM_011525628.2	XP_011523930.1
XM_017025624.1	XP_016881113.1
XM_011525632.2	XP_011523934.1
XM_017025627.1	XP_016881116.1
XM_011525623.2	XP_011523925.1
XM_011525634.2	XP_011523936.1
XM_017025655.1	XP_016881144.1
XM_017025660.1	XP_016881149.1
XM_017025658.1	XP_016881147.1
XM_017025652.1	XP_016881141.1
XM_017025653.1	XP_016881142.1
XM_017025649.1	XP_016881138.1
XM_017025659.1	XP_016881148.1
NM_001281535.1	NP_001268464.1
XM_017025651.1	XP_016881140.1
XM_017025647.1	XP_016881136.1
XM_017025657.1	XP_016881146.1
